025,24/06/2015,12:55:09,26.70,50,57,6,0.40,7.96
025,24/06/2015,12:55:19,25.80,44,82,6,0.40,7.98
025,24/06/2015,12:55:29,25.60,50,67,6,0.40,7.95
025,165/165/2165,165:165:85,25.60,49,30,6,0.40,7.95
025,165/165/2165,165:57:01,25.60,49,30,6,0.40,7.97
025,24/06/2015,12:55:23,25.60,50,30,6,0.40,7.96
025,165/165/2165,165:165:85,25.60,50,30,6,0.40,7.96
025,24/06/2015,12:55:23,25.60,50,30,6,0.40,7.96
025,165/165/2165,165:165:85,25.60,50,30,6,0.40,7.96
025,27/06/2015,13:46:35,34.20,55,51,27495,0.40,7.31
025,27/06/2015,13:46:45,34.30,56,52,-16683,0.40,7.32
025,27/06/2015,13:46:55,34.30,56,51,-16683,0.40,7.31
025,27/06/2015,13:47:05,34.40,56,48,-16683,0.40,7.31
025,27/06/2015,13:47:15,34.50,56,51,-16683,0.40,7.30
025,27/06/2015,13:47:25,34.50,56,51,-16683,0.40,7.30
025,27/06/2015,13:47:35,34.60,56,47,-16683,0.40,7.30
025,27/06/2015,13:47:45,34.70,56,48,-16683,0.40,7.29
025,27/06/2015,13:47:55,34.80,56,53,-16683,0.40,7.29
025,27/06/2015,13:48:05,34.90,56,52,-16683,0.40,7.29
025,27/06/2015,13:48:15,35.00,56,47,-16683,0.40,7.29
025,27/06/2015,13:48:25,35.10,56,48,-16683,0.40,7.28
025,27/06/2015,13:48:35,35.20,56,56,-16683,0.40,7.28
025,27/06/2015,13:48:45,35.40,56,53,-16683,0.40,7.28
025,27/06/2015,13:48:55,35.50,57,50,-16683,0.40,7.28
025,27/06/2015,13:49:05,35.60,57,52,-16683,0.40,7.28
025,27/06/2015,13:49:15,35.70,57,53,-16683,0.40,7.28
025,27/06/2015,13:49:25,35.90,57,50,-23903,0.40,7.27
025,27/06/2015,13:49:35,36.00,58,47,-16683,0.40,7.27
025,27/06/2015,13:49:45,36.10,59,47,-23903,0.40,7.27
025,27/06/2015,13:49:55,36.30,59,47,-23903,0.40,7.27
025,27/06/2015,13:50:05,36.40,58,47,-23903,0.40,7.27
025,27/06/2015,13:50:15,36.60,57,49,-29633,0.40,7.26
025,27/06/2015,13:50:25,36.70,56,52,-29633,0.40,7.26
025,27/06/2015,13:50:35,36.80,56,58,-29633,0.40,7.26
025,27/06/2015,13:50:45,37.00,56,56,-29633,0.40,7.26
025,27/06/2015,13:50:55,37.10,56,49,-29633,0.40,7.26
025,27/06/2015,13:51:05,37.30,57,50,-29633,0.40,7.26
025,27/06/2015,13:51:15,37.40,56,49,-29633,0.40,7.25
025,27/06/2015,13:51:25,37.60,55,55,-29633,0.40,7.25
025,27/06/2015,13:51:35,37.70,55,50,-29633,0.40,7.25
025,27/06/2015,13:51:45,37.90,55,49,-29633,0.40,7.25
025,27/06/2015,13:51:55,38.00,55,49,-29633,0.40,7.25
025,27/06/2015,13:52:05,38.20,55,51,-29633,0.40,7.25
025,27/06/2015,13:52:15,38.30,56,49,-29633,0.40,7.25
025,27/06/2015,13:52:25,38.50,54,48,-29633,0.40,7.24
025,27/06/2015,13:52:35,38.50,53,47,-29633,0.40,7.24
025,27/06/2015,13:52:45,38.70,53,50,-29633,0.40,7.24
025,27/06/2015,13:52:55,38.90,52,51,-29633,0.40,7.24
025,27/06/2015,13:53:05,39.00,52,51,-29633,0.40,7.24
025,27/06/2015,13:53:15,39.10,53,52,-29633,0.40,7.24
025,27/06/2015,13:53:25,39.30,54,54,-29633,0.40,7.24
025,27/06/2015,13:53:35,39.40,54,56,-29633,0.40,7.23
025,27/06/2015,13:53:45,39.60,54,57,-29633,0.40,7.23
025,27/06/2015,13:53:55,39.70,54,52,-29633,0.40,7.23
025,27/06/2015,13:54:05,39.80,54,48,-29633,0.40,7.23
025,27/06/2015,13:54:15,40.00,54,48,-29633,0.40,7.23
025,27/06/2015,13:54:25,40.10,54,48,27495,7.33,7.23
025,27/06/2015,13:54:35,40.20,54,50,31280,7.33,7.23
025,27/06/2015,13:54:45,40.40,54,54,27495,7.33,7.23
025,27/06/2015,13:54:55,40.50,53,51,31280,7.33,7.22
025,27/06/2015,13:55:05,40.60,52,57,31280,7.33,7.22
025,27/06/2015,13:55:15,40.70,52,55,-29633,7.33,7.22
025,27/06/2015,13:55:25,40.80,51,51,-29633,7.33,7.22
025,27/06/2015,13:55:35,40.90,50,48,-29633,7.33,7.22
025,27/06/2015,13:55:45,41.00,50,51,-29633,7.33,7.22
025,27/06/2015,13:55:55,41.20,49,50,-29633,7.33,7.22
025,27/06/2015,13:56:05,41.20,49,57,-29633,7.33,7.22
025,27/06/2015,13:56:15,41.40,48,58,-29633,7.33,7.22
025,27/06/2015,13:56:25,41.50,48,51,-29633,7.33,7.22
025,27/06/2015,13:56:35,41.60,47,49,-29633,7.33,7.21
025,27/06/2015,13:56:45,41.70,47,50,-29633,7.33,7.21
025,27/06/2015,13:56:55,41.80,47,50,-29633,7.33,7.21
025,27/06/2015,13:57:05,42.00,48,47,-29633,7.33,7.21
025,27/06/2015,13:57:15,42.00,48,48,-29633,7.33,7.21
025,27/06/2015,13:57:25,42.20,48,51,-29633,7.33,7.21
025,27/06/2015,13:57:35,42.30,49,50,-29633,7.33,7.21
025,27/06/2015,13:57:45,42.30,50,49,-29633,7.33,7.21
025,27/06/2015,13:57:55,42.50,49,54,-29633,7.33,7.21
025,27/06/2015,13:58:05,42.60,50,52,-29633,7.33,7.20
025,27/06/2015,13:58:15,42.70,49,53,-29633,7.33,7.20
025,27/06/2015,13:58:25,42.80,50,51,-29633,7.33,7.20
025,27/06/2015,13:58:35,42.90,50,50,-29633,7.33,7.20
025,27/06/2015,13:58:45,43.00,51,49,31280,7.33,7.20
025,27/06/2015,13:58:55,43.10,50,49,31280,7.33,7.20
025,27/06/2015,13:59:05,43.20,50,47,31280,7.33,7.20
025,27/06/2015,13:59:15,43.40,49,48,31280,7.33,7.20
025,27/06/2015,13:59:25,43.40,49,50,31280,7.33,7.20
025,27/06/2015,13:59:35,43.60,48,47,31280,7.33,7.20
025,27/06/2015,13:59:45,43.60,47,50,31280,7.33,7.19
025,27/06/2015,13:59:55,43.80,46,48,31280,7.33,7.19
025,27/06/2015,14:00:05,43.80,46,50,31280,7.33,7.19
025,27/06/2015,14:00:15,43.90,45,49,31280,7.33,7.19
025,27/06/2015,14:00:25,44.10,45,49,31280,7.33,7.19
025,27/06/2015,14:00:35,44.10,44,49,31280,7.33,7.19
025,27/06/2015,14:00:45,44.20,44,51,31280,7.33,7.19
025,27/06/2015,14:00:55,44.40,44,50,31280,7.33,7.19
025,27/06/2015,14:01:05,44.40,44,54,31280,7.33,7.19
025,27/06/2015,14:01:15,44.50,43,48,31280,7.33,7.19
025,27/06/2015,14:01:25,44.60,44,48,31280,7.33,7.19
025,27/06/2015,14:01:35,44.60,43,58,31280,7.33,7.18
025,27/06/2015,14:01:45,44.80,43,58,27495,7.33,7.18
025,27/06/2015,14:01:55,44.80,42,53,27495,7.33,7.18
025,27/06/2015,14:02:05,44.90,42,53,24359,7.33,7.18
025,27/06/2015,14:02:15,44.90,42,51,21730,7.33,7.18
025,27/06/2015,14:02:25,45.10,42,50,21730,2.33,7.18
025,27/06/2015,14:02:35,45.10,42,45,19505,2.33,7.18
025,27/06/2015,14:02:45,45.20,42,47,19505,2.33,7.18
025,27/06/2015,14:02:55,45.30,42,46,19505,2.33,7.18
025,27/06/2015,14:03:05,45.30,42,47,19505,2.33,7.18
025,27/06/2015,14:03:15,45.40,42,50,17605,2.33,7.18
025,27/06/2015,14:03:25,45.40,42,50,15969,2.33,7.18
025,27/06/2015,14:03:35,45.50,41,50,15969,2.33,7.18
025,27/06/2015,14:03:45,45.50,41,52,14552,2.33,7.17
025,27/06/2015,14:03:55,45.60,41,51,14552,2.33,7.17
025,27/06/2015,14:04:05,45.60,41,47,14552,2.33,7.17
025,27/06/2015,14:04:15,45.70,40,47,14552,2.33,7.17
025,27/06/2015,14:04:25,45.80,40,48,14552,2.33,7.17
025,27/06/2015,14:04:35,45.80,42,46,14552,2.33,7.17
025,27/06/2015,14:04:45,45.90,43,46,13315,2.33,7.17
025,27/06/2015,14:04:55,46.00,43,51,13315,2.33,7.17
025,27/06/2015,14:05:05,46.00,43,50,13315,2.33,7.17
025,27/06/2015,14:05:15,46.10,43,50,13315,2.33,7.17
025,27/06/2015,14:05:25,46.10,44,50,12230,2.33,7.17
025,27/06/2015,14:05:35,46.20,44,53,12230,2.33,7.17
025,27/06/2015,14:05:45,46.20,43,57,11272,2.33,7.17
025,27/06/2015,14:05:55,46.30,42,54,9665,2.33,7.16
025,27/06/2015,14:06:05,46.30,41,49,8988,2.33,7.16
025,27/06/2015,14:06:15,46.40,41,51,8988,2.33,7.16
025,27/06/2015,14:06:25,46.50,40,53,8379,2.33,7.16
025,27/06/2015,14:06:35,46.50,40,49,8379,2.33,7.16
025,27/06/2015,14:06:45,46.50,40,49,7830,2.33,7.16
025,27/06/2015,14:06:55,46.60,41,49,7830,2.33,7.16
025,27/06/2015,14:07:05,46.60,41,49,7334,2.33,7.16
025,27/06/2015,14:07:15,46.70,40,49,4407,2.33,7.16
025,27/06/2015,14:07:25,46.70,40,48,7,2.33,7.16
025,27/06/2015,14:07:35,46.80,39,46,6,2.33,7.16
025,27/06/2015,14:07:45,46.80,39,48,7,2.33,7.16
025,27/06/2015,14:07:55,46.90,39,53,9,2.33,7.16
025,27/06/2015,14:08:05,47.00,40,60,2027,2.33,7.16
025,27/06/2015,14:08:15,47.00,40,53,1572,2.33,7.16
025,27/06/2015,14:08:25,47.10,40,48,2332,2.33,7.16
025,27/06/2015,14:08:35,47.20,40,48,2172,2.33,7.16
025,27/06/2015,14:08:45,47.20,40,48,1400,2.33,7.15
025,27/06/2015,14:08:55,47.20,40,50,1620,2.33,7.15
025,27/06/2015,14:09:05,47.30,40,49,1526,2.33,7.15
025,27/06/2015,14:09:15,47.30,40,49,1526,2.33,7.15
025,27/06/2015,14:09:25,47.40,40,55,1160,2.33,7.15
025,27/06/2015,14:09:35,47.40,41,63,1361,2.33,7.15
025,27/06/2015,14:09:45,47.50,41,59,1160,2.33,7.15
025,27/06/2015,14:09:55,47.60,40,59,1190,2.33,7.15
025,27/06/2015,14:10:05,47.60,40,52,1222,2.33,7.15
025,27/06/2015,14:10:15,47.60,42,54,1255,2.33,7.15
025,27/06/2015,14:10:25,47.70,42,57,1222,1.23,7.15
025,27/06/2015,14:10:35,47.80,42,54,1222,1.23,7.15
025,27/06/2015,14:10:45,47.80,42,51,1222,1.23,7.15
025,27/06/2015,14:10:55,47.90,42,49,1190,1.23,7.15
025,27/06/2015,14:11:05,48.00,42,49,1160,1.23,7.15
025,27/06/2015,14:11:15,48.00,42,51,1482,1.23,7.15
025,27/06/2015,14:11:25,48.00,42,47,1572,1.23,7.15
025,27/06/2015,14:11:35,48.00,41,48,1400,1.23,7.14
