ID,Date,Time,Temp,humidity,Noise,Light,CO,Volts
105,28/6/2015,20:08:07,32.4,60,40,7,0.24,7.16
105,28/6/2015,20:08:17,32.4,61,40,7,0.24,7.14
105,28/6/2015,20:08:27,32.4,61,41,7,0.24,7.13
105,28/6/2015,20:08:37,32.4,61,40,7,0.24,7.12
105,28/6/2015,20:08:47,32.4,61,40,7,0.24,7.08
105,28/6/2015,20:08:57,32.4,61,41,7,0.24,7.36
105,28/6/2015,20:09:07,32.4,62,41,7,0.24,7.37
105,28/6/2015,20:09:17,32.4,62,42,7,0.24,7.38
105,28/6/2015,20:09:27,32.4,62,41,7,0.24,7.39
105,28/6/2015,20:09:37,32.4,62,40,7,0.24,7.39
105,28/6/2015,20:09:47,32.4,62,41,7,0.24,7.39
105,28/6/2015,20:09:57,32.4,62,40,7,0.24,7.39
105,28/6/2015,20:10:07,32.4,62,40,7,0.24,7.39
105,28/6/2015,20:10:17,32.5,62,40,7,0.24,7.4
105,28/6/2015,20:10:27,32.4,62,40,7,0.18,7.39
105,28/6/2015,20:10:37,32.5,62,40,7,0.18,7.4
105,28/6/2015,20:10:47,32.5,62,40,7,0.18,7.4
105,28/6/2015,20:10:57,32.5,62,41,7,0.18,7.4
105,28/6/2015,20:11:07,32.5,61,42,7,0.18,7.4
105,28/6/2015,20:11:17,32.5,61,40,7,0.18,7.4
105,28/6/2015,20:11:27,32.5,61,42,7,0.18,7.4
105,28/6/2015,20:11:37,32.5,61,41,7,0.18,7.4
105,28/6/2015,20:11:47,32.5,61,43,7,0.18,7.4
105,28/6/2015,20:11:57,32.5,61,40,7,0.18,7.4
105,28/6/2015,20:12:07,32.5,61,40,7,0.18,7.4
105,28/6/2015,20:12:17,32.5,61,40,7,0.18,7.4
105,28/6/2015,20:12:27,32.5,61,43,7,0.18,7.4
105,28/6/2015,20:12:37,32.5,61,44,7,0.18,7.4
105,28/6/2015,20:12:47,32.5,61,40,7,0.18,7.4
105,28/6/2015,20:12:57,32.4,61,41,7,0.18,7.4
105,28/6/2015,20:13:07,32.4,61,41,7,0.18,7.4
105,28/6/2015,20:13:17,32.5,61,41,7,0.18,7.4
105,28/6/2015,20:13:27,32.4,61,41,7,0.18,7.4
105,28/6/2015,20:13:37,32.4,61,40,7,0.18,7.4
105,28/6/2015,20:13:47,32.4,61,44,7,0.18,7.4
105,28/6/2015,20:13:57,32.4,61,43,7,0.18,7.4
105,28/6/2015,20:14:07,32.4,61,47,7,0.18,7.4
105,28/6/2015,20:14:17,32.4,61,43,7,0.18,7.4
105,28/6/2015,20:14:27,32.4,61,43,7,0.18,7.4
105,28/6/2015,20:14:37,32.4,61,40,7,0.18,7.39
105,28/6/2015,20:14:47,32.4,61,40,7,0.18,7.39
105,28/6/2015,20:14:57,32.4,61,41,7,0.18,7.39
105,28/6/2015,20:15:07,32.4,61,40,7,0.18,7.39
105,28/6/2015,20:15:17,32.4,61,40,7,0.18,7.39
105,28/6/2015,20:15:27,32.4,61,40,7,0.18,7.39
105,28/6/2015,20:15:37,32.4,61,45,7,0.18,7.42
105,28/6/2015,20:15:47,32.4,61,42,7,0.18,7.13
105,28/6/2015,20:15:57,32.3,61,41,7,0.18,7.11
105,28/6/2015,20:16:07,32.3,61,40,7,0.18,7.09
105,28/6/2015,20:16:17,32.3,61,39,7,0.18,7.08
