ID,Date,Time,Temp,humidity,Noise,Light,CO,Volts
8,28/6/2015,19:51:58,32.2,61,30,7,3.69,7.89
8,28/6/2015,19:52:08,32.2,61,30,7,3.69,7.89
8,28/6/2015,19:52:18,32.2,61,31,7,3.69,7.89
8,28/6/2015,19:52:28,32.3,61,34,7,3.69,7.89
8,28/6/2015,19:52:38,32.3,61,33,7,3.69,7.89
8,28/6/2015,19:52:48,32.3,60,30,7,3.69,7.88
8,28/6/2015,19:52:58,32.3,60,31,7,3.69,7.88
8,28/6/2015,19:53:08,32.4,60,31,7,3.69,7.88
8,28/6/2015,19:53:18,32.4,60,30,7,3.69,7.88
8,28/6/2015,19:53:28,32.4,60,31,7,3.69,7.88
8,28/6/2015,19:53:38,32.4,60,30,7,3.69,7.87
8,28/6/2015,19:53:48,32.4,60,31,7,3.69,7.87
8,28/6/2015,19:53:58,32.5,60,31,7,3.69,7.87
8,28/6/2015,19:54:08,32.5,59,30,7,3.69,7.87
8,28/6/2015,19:54:18,32.5,59,30,7,3.69,7.87
8,28/6/2015,19:54:28,32.5,59,30,7,3.69,7.87
8,28/6/2015,19:54:38,32.5,59,31,7,3.69,7.86
8,28/6/2015,19:54:48,32.5,59,30,7,3.69,7.86
8,28/6/2015,19:54:58,32.5,59,30,7,3.69,7.86
8,28/6/2015,19:55:08,32.5,59,31,7,3.69,7.86
8,28/6/2015,19:55:18,32.6,59,30,7,3.69,7.86
8,28/6/2015,19:55:28,32.5,59,30,7,3.69,7.85
8,28/6/2015,19:55:38,32.6,59,30,7,3.69,7.85
8,28/6/2015,19:55:48,32.5,59,30,7,3.69,7.85
8,28/6/2015,19:55:58,32.6,59,30,7,3.69,7.85
8,28/6/2015,19:56:08,32.6,59,30,7,3.69,7.85
8,28/6/2015,19:56:18,32.6,59,30,7,3.69,7.85
8,28/6/2015,19:56:28,32.6,58,31,7,3.69,7.84
8,28/6/2015,19:56:38,32.6,58,31,7,3.69,7.84
8,28/6/2015,19:56:48,32.6,58,31,7,3.69,7.87
8,28/6/2015,19:56:58,32.6,58,31,7,3.69,7.55
8,28/6/2015,19:57:08,32.6,58,31,7,3.69,7.53
8,28/6/2015,19:57:18,32.6,58,30,7,3.69,7.51
8,28/6/2015,19:57:28,32.6,58,31,7,3.69,7.5
8,28/6/2015,19:57:38,32.6,58,31,7,3.69,7.49
8,28/6/2015,19:57:48,32.6,59,31,7,3.69,7.48
8,28/6/2015,19:57:58,32.6,59,31,7,3.69,7.44
8,28/6/2015,19:58:08,32.6,59,33,7,3.69,7.73
8,28/6/2015,19:58:18,32.6,59,30,7,3.69,7.74
8,28/6/2015,19:58:28,32.6,59,31,7,3.69,7.74
8,28/6/2015,19:58:38,32.7,59,37,7,3.69,7.75
8,28/6/2015,19:58:48,32.6,59,36,7,3.69,7.75
8,28/6/2015,19:58:58,32.7,59,37,7,3.69,7.75
8,28/6/2015,19:59:08,32.7,59,36,7,3.69,7.75
8,28/6/2015,19:59:18,32.7,59,33,7,3.69,7.75
8,28/6/2015,19:59:28,32.8,59,30,7,3.69,7.75
8,28/6/2015,19:59:38,32.7,58,30,7,0.85,7.75
8,28/6/2015,19:59:48,32.7,58,31,7,0.85,7.75
8,28/6/2015,19:59:58,32.7,58,33,7,0.85,7.75
8,28/6/2015,20:00:08,32.7,58,31,7,0.85,7.75
8,28/6/2015,20:00:18,32.7,58,32,7,0.85,7.75
8,28/6/2015,20:00:28,32.7,58,31,7,0.85,7.75
8,28/6/2015,20:00:38,32.7,58,32,7,0.85,7.75
8,28/6/2015,20:00:48,32.8,58,33,7,0.85,7.75
8,28/6/2015,20:00:58,32.8,58,32,7,0.85,7.74
8,28/6/2015,20:01:08,32.8,58,30,7,0.85,7.74
8,28/6/2015,20:01:18,32.8,58,31,7,0.85,7.74
8,28/6/2015,20:01:28,32.8,58,31,7,0.85,7.74
8,28/6/2015,20:01:38,32.8,58,31,7,0.85,7.74
8,28/6/2015,20:01:48,32.8,58,31,7,0.85,7.74
8,28/6/2015,20:01:58,32.8,58,30,7,0.85,7.74
8,28/6/2015,20:02:08,32.8,58,31,7,0.85,7.74
8,28/6/2015,20:02:18,32.8,57,30,7,0.85,7.74
8,28/6/2015,20:02:28,32.7,57,30,7,0.85,7.73
8,28/6/2015,20:02:38,32.8,57,30,7,0.85,7.73
8,28/6/2015,20:02:48,32.8,57,30,7,0.85,7.73
8,28/6/2015,20:02:58,32.8,57,30,7,0.85,7.73
8,28/6/2015,20:03:08,32.8,57,30,7,0.85,7.73
8,28/6/2015,20:03:18,32.8,57,30,7,0.85,7.73
8,28/6/2015,20:03:28,32.7,57,30,7,0.85,7.73
8,28/6/2015,20:03:38,32.7,57,30,7,0.85,7.72
8,28/6/2015,20:03:48,32.7,57,31,7,0.85,7.72
8,28/6/2015,20:03:58,32.8,57,30,7,0.85,7.72
8,28/6/2015,20:04:08,32.8,57,31,7,0.85,7.72
8,28/6/2015,20:04:18,32.7,57,31,7,0.85,7.72
8,28/6/2015,20:04:28,32.7,57,31,7,0.85,7.72
8,28/6/2015,20:04:38,32.7,57,31,7,0.85,7.72
8,28/6/2015,20:04:48,32.7,57,31,7,0.85,7.74
8,28/6/2015,20:04:58,32.7,57,31,7,0.85,7.43
8,28/6/2015,20:05:08,32.7,57,32,7,0.85,7.41
8,28/6/2015,20:05:18,32.7,57,31,7,0.85,7.4
8,28/6/2015,20:05:28,32.6,57,30,7,0.85,7.39
8,28/6/2015,20:05:38,32.7,57,32,7,0.85,7.38
8,28/6/2015,20:05:48,32.7,57,31,7,0.85,7.37
8,28/6/2015,20:05:58,32.7,58,31,7,0.85,7.32
8,28/6/2015,20:06:08,32.7,58,33,7,0.85,7.62
8,28/6/2015,20:06:18,32.7,58,30,7,0.85,7.63
8,28/6/2015,20:06:28,32.7,58,30,7,0.85,7.63
8,28/6/2015,20:06:38,32.7,58,30,7,0.85,7.64
8,28/6/2015,20:06:48,32.7,58,31,7,0.85,7.64
8,28/6/2015,20:06:58,32.7,58,31,7,0.85,7.64
8,28/6/2015,20:07:08,32.7,58,31,7,0.85,7.64
8,28/6/2015,20:07:18,32.7,58,31,7,0.85,7.64
8,28/6/2015,20:07:28,32.7,58,31,7,0.85,7.64
8,28/6/2015,20:07:38,32.8,58,31,7,0.41,7.64
8,28/6/2015,20:07:48,32.8,58,31,7,0.41,7.64
8,28/6/2015,20:07:58,32.8,58,31,7,0.41,7.64
8,28/6/2015,20:08:08,32.8,58,32,7,0.41,7.64
8,28/6/2015,20:08:18,32.8,58,31,7,0.41,7.64
8,28/6/2015,20:08:28,32.8,58,32,7,0.41,7.64
8,28/6/2015,20:08:38,32.8,58,32,7,0.41,7.64
8,28/6/2015,20:08:48,32.8,57,32,7,0.41,7.64
8,28/6/2015,20:08:58,32.8,57,31,7,0.41,7.64
8,28/6/2015,20:09:08,32.8,57,30,7,0.41,7.64
8,28/6/2015,20:09:18,32.8,57,31,7,0.41,7.64
8,28/6/2015,20:09:28,32.8,57,31,7,0.41,7.64
8,28/6/2015,20:09:38,32.8,57,31,7,0.41,7.64
8,28/6/2015,20:09:48,32.7,57,31,7,0.41,7.64
8,28/6/2015,20:09:58,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:10:08,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:10:18,32.7,57,30,7,0.41,7.63
8,28/6/2015,20:10:28,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:10:38,32.7,57,30,7,0.41,7.63
8,28/6/2015,20:10:48,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:10:58,32.7,57,30,7,0.41,7.63
8,28/6/2015,20:11:08,32.7,57,30,7,0.41,7.63
8,28/6/2015,20:11:18,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:11:28,32.7,57,31,7,0.41,7.63
8,28/6/2015,20:11:38,32.7,57,30,7,0.41,7.63
8,28/6/2015,20:11:48,32.7,57,31,7,0.41,7.62
8,28/6/2015,20:11:58,32.7,57,30,7,0.41,7.62
8,28/6/2015,20:12:08,32.7,57,31,7,0.41,7.62
8,28/6/2015,20:12:18,32.7,57,31,7,0.41,7.62
8,28/6/2015,20:12:28,32.7,57,31,7,0.41,7.62
8,28/6/2015,20:12:38,32.6,57,31,7,0.41,7.62
8,28/6/2015,20:12:48,32.7,57,31,7,0.41,7.64
8,28/6/2015,20:12:58,32.7,57,31,7,0.41,7.34
8,28/6/2015,20:13:08,32.7,57,31,7,0.41,7.32
8,28/6/2015,20:13:18,32.6,57,31,7,0.41,7.31
8,28/6/2015,20:13:28,32.6,57,31,7,0.41,7.3
8,28/6/2015,20:13:38,32.6,57,32,7,0.41,7.28
8,28/6/2015,20:13:48,32.6,57,31,7,0.41,7.28
8,28/6/2015,20:13:58,32.7,57,31,7,0.41,7.23
8,28/6/2015,20:14:08,32.7,58,33,7,0.41,7.53
8,28/6/2015,20:14:18,32.7,58,31,7,0.41,7.54
8,28/6/2015,20:14:28,32.7,58,32,7,0.41,7.55
8,28/6/2015,20:14:38,32.7,58,32,7,0.41,7.55
8,28/6/2015,20:14:48,32.7,58,33,7,0.41,7.55
8,28/6/2015,20:14:58,32.7,58,33,7,0.41,7.55
8,28/6/2015,20:15:08,32.7,58,32,7,0.41,7.55
8,28/6/2015,20:15:18,32.7,58,31,7,0.41,7.55
8,28/6/2015,20:15:28,32.7,58,31,7,0.41,7.56
8,28/6/2015,20:15:38,32.7,58,32,7,0.25,7.55
8,28/6/2015,20:15:48,32.7,58,33,7,0.25,7.56
8,28/6/2015,20:15:58,32.7,58,34,7,0.25,7.56
8,28/6/2015,20:16:08,32.7,58,33,7,0.25,7.56
8,28/6/2015,20:16:18,32.7,58,32,7,0.25,7.56
8,28/6/2015,20:16:28,32.7,58,31,7,0.25,7.56
8,28/6/2015,20:16:38,32.7,58,31,7,0.25,7.56
8,28/6/2015,20:16:48,32.7,57,31,7,0.25,7.56
8,28/6/2015,20:16:58,32.7,57,31,7,0.25,7.56
8,28/6/2015,20:17:08,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:17:18,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:17:28,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:17:38,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:17:48,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:17:58,32.7,57,32,7,0.25,7.55
8,28/6/2015,20:18:08,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:18:18,32.7,57,31,7,0.25,7.55
8,28/6/2015,20:18:28,32.7,57,34,7,0.25,7.55
8,28/6/2015,20:18:38,32.7,57,32,7,0.25,7.55
8,28/6/2015,20:18:48,32.7,57,32,7,0.25,7.55
8,28/6/2015,20:18:58,32.6,57,31,7,0.25,7.55
8,28/6/2015,20:19:08,32.6,57,32,7,0.25,7.55
8,28/6/2015,20:19:18,32.6,57,32,7,0.25,7.55
8,28/6/2015,20:19:28,32.6,57,32,7,0.25,7.55
8,28/6/2015,20:19:38,32.6,57,32,7,0.25,7.55
8,28/6/2015,20:19:48,32.6,57,31,7,0.25,7.54
8,28/6/2015,20:19:58,32.6,57,31,7,0.25,7.54
8,28/6/2015,20:20:08,32.6,57,32,7,0.25,7.54
8,28/6/2015,20:20:18,32.6,57,30,7,0.25,7.54
8,28/6/2015,20:20:28,32.6,57,31,7,0.25,7.54
8,28/6/2015,20:20:38,32.6,57,30,7,0.25,7.54
8,28/6/2015,20:20:48,32.6,57,30,7,0.25,7.57
8,28/6/2015,20:20:58,32.6,57,30,7,0.25,7.26
8,28/6/2015,20:21:08,32.6,57,30,7,0.25,7.24
8,28/6/2015,20:21:18,32.6,57,30,7,0.25,7.23
8,28/6/2015,20:21:28,32.5,57,30,7,0.25,7.22
8,28/6/2015,20:21:38,32.6,57,30,7,0.25,7.21
8,28/6/2015,20:21:48,32.5,57,31,7,0.25,7.2
8,28/6/2015,20:21:58,32.5,58,31,7,0.25,7.16
8,28/6/2015,20:22:08,32.5,58,33,7,0.25,7.46
8,28/6/2015,20:22:18,32.6,58,31,7,0.25,7.47
8,28/6/2015,20:22:28,32.5,58,30,7,0.25,7.47
8,28/6/2015,20:22:38,32.6,58,31,7,0.25,7.48
8,28/6/2015,20:22:48,32.6,58,30,7,0.25,7.48
8,28/6/2015,20:22:58,32.6,58,30,7,0.25,7.48
8,28/6/2015,20:23:08,32.6,58,31,7,0.25,7.48
8,28/6/2015,20:23:18,32.6,58,30,7,0.25,7.48
8,28/6/2015,20:23:28,32.6,58,30,7,0.25,7.48
8,28/6/2015,20:23:38,32.6,58,30,7,0.18,7.48
8,28/6/2015,20:23:48,32.6,58,31,7,0.18,7.49
8,28/6/2015,20:23:58,32.6,58,31,7,0.18,7.49
8,28/6/2015,20:24:08,32.6,58,30,7,0.18,7.49
8,28/6/2015,20:24:18,32.6,58,30,7,0.18,7.49
8,28/6/2015,20:24:28,32.6,58,31,7,0.18,7.49
8,28/6/2015,20:24:38,32.6,58,32,7,0.18,7.49
8,28/6/2015,20:24:48,32.6,58,31,7,0.18,7.49
8,28/6/2015,20:24:58,32.6,57,31,7,0.18,7.49
8,28/6/2015,20:25:08,32.6,57,32,7,0.18,7.49
8,28/6/2015,20:25:18,32.6,57,32,7,0.18,7.49
8,28/6/2015,20:25:28,32.6,57,31,7,0.18,7.49
8,28/6/2015,20:25:38,32.6,57,31,7,0.18,7.48
8,28/6/2015,20:25:48,32.6,57,39,7,0.18,7.48
8,28/6/2015,20:25:58,32.6,57,49,7,0.18,7.48
8,28/6/2015,20:26:08,32.6,57,43,7,0.18,7.48
8,28/6/2015,20:26:18,32.6,57,32,7,0.18,7.48
8,28/6/2015,20:26:28,32.6,57,31,7,0.18,7.48
8,28/6/2015,20:26:38,32.6,57,32,7,0.18,7.48
8,28/6/2015,20:26:48,32.6,57,32,7,0.18,7.48
8,28/6/2015,20:26:58,32.6,57,33,7,0.18,7.48
8,28/6/2015,20:27:08,32.6,57,32,7,0.18,7.48
8,28/6/2015,20:27:18,32.6,57,33,7,0.18,7.48
8,28/6/2015,20:27:28,32.6,57,34,7,0.18,7.48
8,28/6/2015,20:27:38,32.6,57,33,7,0.18,7.48
8,28/6/2015,20:27:48,32.6,57,33,7,0.18,7.48
8,28/6/2015,20:27:58,32.6,57,37,7,0.18,7.48
8,28/6/2015,20:28:08,32.6,57,34,7,0.18,7.48
8,28/6/2015,20:28:18,32.6,57,34,7,0.18,7.48
8,28/6/2015,20:28:28,32.6,57,34,7,0.18,7.48
8,28/6/2015,20:28:38,32.6,57,37,7,0.18,7.48
8,28/6/2015,20:28:48,32.6,57,38,7,0.18,7.5
8,28/6/2015,20:28:58,32.5,57,33,7,0.18,7.19
8,28/6/2015,20:29:08,32.5,57,34,7,0.18,7.17
8,28/6/2015,20:29:18,32.5,57,35,7,0.18,7.16
8,28/6/2015,20:29:28,32.5,57,32,7,0.18,7.15
8,28/6/2015,20:29:38,32.5,57,34,7,0.18,7.14
8,28/6/2015,20:29:48,32.5,57,35,7,0.18,7.13
8,28/6/2015,20:29:58,32.5,58,35,7,0.18,7.09
8,28/6/2015,20:30:08,32.5,58,36,7,0.18,7.39
8,28/6/2015,20:30:18,32.5,58,33,7,0.18,7.4
8,28/6/2015,20:30:28,32.5,58,37,7,0.18,7.41
8,28/6/2015,20:30:38,32.5,58,35,7,0.18,7.41
8,28/6/2015,20:30:48,32.6,58,34,7,0.18,7.42
8,28/6/2015,20:30:58,32.6,58,33,7,0.18,7.42
8,28/6/2015,20:31:08,32.6,58,39,7,0.18,7.42
8,28/6/2015,20:31:18,32.6,58,34,7,0.18,7.42
8,28/6/2015,20:31:28,32.6,58,33,7,0.18,7.42
8,28/6/2015,20:31:38,32.6,58,33,7,0.13,7.42
8,28/6/2015,20:31:48,32.6,58,33,7,0.13,7.42
8,28/6/2015,20:31:58,32.6,58,33,7,0.13,7.42
8,28/6/2015,20:32:08,32.6,58,32,7,0.13,7.42
8,28/6/2015,20:32:18,32.6,58,34,7,0.13,7.42
8,28/6/2015,20:32:28,32.6,58,31,7,0.13,7.43
8,28/6/2015,20:32:38,32.6,58,31,7,0.13,7.42
8,28/6/2015,20:32:48,32.6,58,32,7,0.13,7.43
8,28/6/2015,20:32:58,32.6,57,35,7,0.13,7.43
8,28/6/2015,20:33:08,32.6,58,35,7,0.13,7.42
8,28/6/2015,20:33:18,32.6,57,32,7,0.13,7.42
8,28/6/2015,20:33:28,32.6,57,31,7,0.13,7.42
8,28/6/2015,20:33:38,32.6,57,33,7,0.13,7.42
8,28/6/2015,20:33:48,32.6,57,33,7,0.13,7.42
8,28/6/2015,20:33:58,32.6,57,32,7,0.13,7.42
8,28/6/2015,20:34:08,32.6,57,32,7,0.13,7.42
8,28/6/2015,20:34:18,32.6,57,33,7,0.13,7.42
8,28/6/2015,20:34:28,32.6,57,31,7,0.13,7.42
8,28/6/2015,20:34:38,32.5,57,32,7,0.13,7.42
8,28/6/2015,20:34:48,32.5,57,31,7,0.13,7.42
8,28/6/2015,20:34:58,32.5,57,31,7,0.13,7.42
8,28/6/2015,20:35:08,32.5,57,31,7,0.13,7.42
8,28/6/2015,20:35:18,32.5,57,32,7,0.13,7.42
8,28/6/2015,20:35:28,32.5,57,32,7,0.13,7.42
8,28/6/2015,20:35:38,32.5,57,31,7,0.13,7.42
8,28/6/2015,20:35:48,32.5,57,31,7,0.13,7.42
8,28/6/2015,20:35:58,32.5,57,32,7,0.13,7.42
8,28/6/2015,20:36:08,32.5,57,35,7,0.13,7.42
8,28/6/2015,20:36:18,32.5,57,34,7,0.13,7.42
8,28/6/2015,20:36:28,32.4,57,32,7,0.13,7.42
8,28/6/2015,20:36:38,32.5,57,32,7,0.13,7.42
8,28/6/2015,20:36:48,32.4,57,31,7,0.13,7.44
8,28/6/2015,20:36:58,32.5,57,31,7,0.13,7.13
8,28/6/2015,20:37:08,32.4,57,32,7,0.13,7.11
8,28/6/2015,20:37:18,32.4,57,33,7,0.13,7.1
8,28/6/2015,20:37:28,32.4,57,31,7,0.13,7.09
8,28/6/2015,20:37:38,32.4,57,31,7,0.13,7.08
8,28/6/2015,20:37:48,32.4,58,32,7,0.13,7.07
8,28/6/2015,20:37:58,32.4,58,32,7,0.13,7.04
8,28/6/2015,20:38:08,32.4,58,33,7,0.13,7.34
8,28/6/2015,20:38:18,32.4,58,31,7,0.13,7.35
8,28/6/2015,20:38:28,32.5,58,31,7,0.13,7.35
8,28/6/2015,20:38:38,32.5,58,30,7,0.13,7.36
8,28/6/2015,20:38:48,32.5,58,32,7,0.13,7.36
8,28/6/2015,20:38:58,32.5,58,30,7,0.13,7.36
8,28/6/2015,20:39:08,32.5,58,30,7,0.13,7.36
8,28/6/2015,20:39:18,32.4,58,31,7,0.13,7.37
8,28/6/2015,20:39:28,32.5,58,31,7,0.13,7.37
8,28/6/2015,20:39:38,32.5,58,30,7,0.1,7.37
8,28/6/2015,20:39:48,32.5,58,31,7,0.1,7.37
8,28/6/2015,20:39:58,32.5,58,30,7,0.1,7.37
8,28/6/2015,20:40:08,32.5,58,31,7,0.1,7.37
8,28/6/2015,20:40:18,32.5,58,32,7,0.1,7.37
8,28/6/2015,20:40:28,32.5,58,32,7,0.1,7.37
8,28/6/2015,20:40:38,32.5,58,33,7,0.1,7.37
8,28/6/2015,20:40:48,32.5,58,32,7,0.1,7.37
8,28/6/2015,20:40:58,32.5,58,33,7,0.1,7.37
8,28/6/2015,20:41:08,32.5,58,31,7,0.1,7.37
8,28/6/2015,20:41:18,32.5,58,32,7,0.1,7.37
8,28/6/2015,20:41:28,32.5,57,35,7,0.1,7.37
8,28/6/2015,20:41:38,32.5,57,32,7,0.1,7.37
8,28/6/2015,20:41:48,32.6,57,31,7,0.1,7.37
8,28/6/2015,20:41:58,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:42:08,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:42:18,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:42:28,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:42:38,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:42:48,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:42:58,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:43:08,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:43:18,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:43:28,32.5,57,41,7,0.1,7.37
8,28/6/2015,20:43:38,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:43:48,32.5,57,30,7,0.1,7.37
8,28/6/2015,20:43:58,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:44:08,32.5,57,31,7,0.1,7.37
8,28/6/2015,20:44:18,32.4,57,31,7,0.1,7.37
8,28/6/2015,20:44:28,32.5,57,31,7,0.1,7.36
8,28/6/2015,20:44:38,32.5,57,30,7,0.1,7.36
8,28/6/2015,20:44:48,32.5,57,32,7,0.1,7.39
8,28/6/2015,20:44:58,32.4,57,32,7,0.1,7.07
8,28/6/2015,20:45:08,32.4,57,31,7,0.1,7.05
8,28/6/2015,20:45:18,32.4,57,32,7,0.1,7.04
8,28/6/2015,20:45:28,32.4,57,33,7,0.1,7.03
8,28/6/2015,20:45:38,32.4,57,32,7,0.1,7.02
8,28/6/2015,20:45:48,32.4,57,41,7,0.1,7.02
8,28/6/2015,20:45:58,32.4,57,33,7,0.1,6.97
8,28/6/2015,20:46:08,32.4,57,33,7,0.1,7.29
8,28/6/2015,20:46:18,32.4,58,31,7,0.1,7.3
8,28/6/2015,20:46:28,32.5,58,31,7,0.1,7.3
8,28/6/2015,20:46:38,32.4,58,32,7,0.1,7.31
8,28/6/2015,20:46:48,32.5,58,34,7,0.1,7.31
8,28/6/2015,20:46:58,32.5,58,34,7,0.1,7.31
8,28/6/2015,20:47:08,32.5,58,34,7,0.1,7.32
8,28/6/2015,20:47:18,32.5,58,32,7,0.1,7.32
8,28/6/2015,20:47:28,32.5,58,32,7,0.1,7.32
8,28/6/2015,20:47:38,32.5,58,31,7,0.08,7.32
8,28/6/2015,20:47:48,32.5,58,31,7,0.08,7.32
8,28/6/2015,20:47:58,32.5,58,33,7,0.08,7.32
8,28/6/2015,20:48:08,32.5,58,32,7,0.08,7.32
8,28/6/2015,20:48:18,32.5,58,34,7,0.08,7.32
8,28/6/2015,20:48:28,32.5,58,36,7,0.08,7.32
8,28/6/2015,20:48:38,32.5,57,32,7,0.08,7.32
8,28/6/2015,20:48:48,32.5,57,32,7,0.08,7.32
8,28/6/2015,20:48:58,32.5,57,33,7,0.08,7.32
8,28/6/2015,20:49:08,32.5,57,34,7,0.08,7.32
8,28/6/2015,20:49:18,32.5,57,35,7,0.08,7.32
8,28/6/2015,20:49:28,32.5,57,38,7,0.08,7.32
8,28/6/2015,20:49:38,32.5,57,37,7,0.08,7.32
8,28/6/2015,20:49:48,32.5,57,34,7,0.08,7.32
8,28/6/2015,20:49:58,32.5,57,35,7,0.08,7.32
8,28/6/2015,20:50:08,32.5,57,36,7,0.08,7.32
8,28/6/2015,20:50:18,32.5,57,36,7,0.08,7.32
8,28/6/2015,20:50:28,32.5,57,34,7,0.08,7.32
8,28/6/2015,20:50:38,32.5,57,33,7,0.08,7.32
8,28/6/2015,20:50:48,32.5,57,34,7,0.08,7.32
8,28/6/2015,20:50:58,32.5,57,32,7,0.08,7.32
8,28/6/2015,20:51:08,32.5,57,36,7,0.08,7.32
8,28/6/2015,20:51:18,32.4,57,34,7,0.08,7.32
8,28/6/2015,20:51:28,32.4,57,32,7,0.08,7.32
8,28/6/2015,20:51:38,32.4,57,33,7,0.08,7.32
8,28/6/2015,20:51:48,32.4,57,34,7,0.08,7.32
8,28/6/2015,20:51:58,32.4,57,31,7,0.08,7.32
8,28/6/2015,20:52:08,32.4,57,31,7,0.08,7.32
8,28/6/2015,20:52:18,32.4,57,30,7,0.08,7.32
8,28/6/2015,20:52:28,32.4,57,31,7,0.08,7.32
8,28/6/2015,20:52:38,32.3,57,30,7,0.08,7.32
8,28/6/2015,20:52:48,32.3,57,30,7,0.08,7.34
8,28/6/2015,20:52:58,32.3,57,30,7,0.08,7.02
8,28/6/2015,20:53:08,32.3,57,31,7,0.08,7
8,28/6/2015,20:53:18,32.3,57,32,7,0.08,6.99
8,28/6/2015,20:53:28,32.3,57,31,7,0.08,6.98
8,28/6/2015,20:53:38,32.3,57,31,7,0.08,6.97
8,28/6/2015,20:53:48,32.3,57,31,7,0.08,6.96
8,28/6/2015,20:53:58,32.3,58,31,7,0.08,6.92
